,dice,hd95,avd,recall,f1,rmse,best_dice,best_avd,best_rmse,model_name
0,0.6706669,6.6332498,16.031109,0.4875,0.54839194,0.5754223,0.68004113,4.9172106,0.5575171,ssn_prehead16_rank15_sdice0
1,0.5637239,16.64782,10.983009,0.3,0.35820895,0.61285424,0.550891,0.9101942,0.47185987,ssn_prehead16_rank15_sdice0
2,0.7201625,4.1231055,32.111187,0.26984128,0.38778514,0.58395416,0.77367914,5.37176,0.50512826,ssn_prehead16_rank15_sdice0
3,0.62287,5.0990195,40.795086,0.328125,0.45652175,0.6035258,0.6736609,0.034123868,0.49900863,ssn_prehead16_rank15_sdice0
4,0.54184395,6.4807405,56.0049,0.275,0.39285713,0.6289884,0.66135114,9.411765,0.5671735,ssn_prehead16_rank15_sdice0
5,0.7790599,5.7445626,32.562122,0.31707317,0.4238129,0.4691665,0.8154989,3.4777927,0.463855,ssn_prehead16_rank15_sdice0
6,0.7215353,9.030462,20.354715,0.35365853,0.4168252,0.5621154,0.7362994,0.67959553,0.5506297,ssn_prehead16_rank15_sdice0
7,0.8010914,10.049875,8.019041,0.65625,0.54545456,0.53241485,0.80218184,1.3914317,0.5280911,ssn_prehead16_rank15_sdice0
8,0.22407408,23.009777,83.46457,0.3043478,0.28153566,0.6253852,0.2403698,7.0866146,0.2980092,ssn_prehead16_rank15_sdice0
9,0.741549,5.9125032,7.257732,0.4,0.41379312,0.5493298,0.7367776,1.9381443,0.53231007,ssn_prehead16_rank15_sdice0
10,0.44260204,16.792856,88.76611,0.4090909,0.2987552,0.6220668,0.4680038,7.18232,0.5072472,ssn_prehead16_rank15_sdice0
11,0.72475517,6.4031243,33.01376,0.42857143,0.5308848,0.536004,0.7454308,3.902549,0.5197652,ssn_prehead16_rank15_sdice0
12,0.7570087,11.0,10.153069,0.45945945,0.32380953,0.5449672,0.75526196,2.022188,0.5364011,ssn_prehead16_rank15_sdice0
13,0.8355913,5.0,11.07794,0.41007194,0.4955208,0.47215226,0.83789605,2.1375685,0.47269788,ssn_prehead16_rank15_sdice0
14,0.79253757,7.0,19.571402,0.5538462,0.4014431,0.5629236,0.8003518,1.2516594,0.52473974,ssn_prehead16_rank15_sdice0
15,0.17225806,20.819458,777.91797,0.85714287,0.13953489,0.63496363,0.35270134,109.46373,0.51881677,ssn_prehead16_rank15_sdice0
16,0.73786217,6.4031243,22.599558,0.5,0.46153846,0.6005886,0.756828,1.3827434,0.5472975,ssn_prehead16_rank15_sdice0
17,0.78577924,7.1414285,16.69802,0.6756757,0.48400673,0.5587359,0.7973107,0.08062349,0.50848806,ssn_prehead16_rank15_sdice0
18,0.7866266,11.401754,13.557962,0.55,0.41509435,0.5506709,0.7916542,1.8652227,0.53102237,ssn_prehead16_rank15_sdice0
19,0.32553324,18.466185,292.2528,0.6086956,0.29681978,0.67109936,0.5205882,7.9510703,0.53243935,ssn_prehead16_rank15_sdice0
20,0.41745573,17.160948,214.8591,0.8181818,0.15761821,0.6166854,0.49918005,16.994022,0.52015847,ssn_prehead16_rank15_sdice0
21,0.27051398,20.46949,331.46964,0.6666667,0.16,0.62854606,0.36873406,11.980831,0.5391589,ssn_prehead16_rank15_sdice0
22,0.12366621,19.131126,1051.7123,0.7777778,0.14123581,0.7349863,0.27234754,209.93152,0.52104527,ssn_prehead16_rank15_sdice0
23,0.6931715,10.786543,50.023895,0.75438595,0.56421316,0.62673175,0.73089993,2.855436,0.55684143,ssn_prehead16_rank15_sdice0
24,0.7755928,9.165152,4.3603344,0.51492536,0.5174503,0.54669607,0.775149,0.88105726,0.52431405,ssn_prehead16_rank15_sdice0
25,0.7017405,11.200424,47.025772,0.55263156,0.32767326,0.6377409,0.75865555,6.6691093,0.52421397,ssn_prehead16_rank15_sdice0
26,0.6272479,4.472136,0.58298415,0.63829786,0.6703911,0.6129086,0.63684255,6.558572,0.5739418,ssn_prehead16_rank15_sdice0
27,0.40894568,13.416408,53.150135,0.33913043,0.44502074,0.57365257,0.42697558,11.327078,0.5227883,ssn_prehead16_rank15_sdice0
28,0.33699635,23.194826,33.027523,0.28,0.31564987,0.50671524,0.34232366,8.103975,0.36214152,ssn_prehead16_rank15_sdice0
29,0.3248,14.866069,31.763123,0.40243903,0.48061684,0.56804436,0.33099937,8.07537,0.5257739,ssn_prehead16_rank15_sdice0
30,0.5629847,9.273619,39.089375,0.5131579,0.62471396,0.59448195,0.5735822,3.0016863,0.5563959,ssn_prehead16_rank15_sdice0
31,0.67036676,4.8989797,24.888363,0.5731707,0.6497696,0.6097574,0.7019205,3.0470188,0.5911058,ssn_prehead16_rank15_sdice0
32,0.34291914,13.038404,50.407608,0.5,0.48387095,0.66253126,0.39361703,8.016305,0.56528616,ssn_prehead16_rank15_sdice0
33,0.62077016,16.170954,56.0757,0.6666667,0.29411766,0.55671716,0.6539924,9.462152,0.5361559,ssn_prehead16_rank15_sdice0
34,0.68663454,6.4031243,23.579395,0.39285713,0.52845955,0.58588016,0.69975567,4.4211364,0.51995295,ssn_prehead16_rank15_sdice0
35,0.62676424,14.235416,5.193483,0.46052632,0.5235496,0.59190595,0.6272772,6.82281,0.49534425,ssn_prehead16_rank15_sdice0
36,0.6687179,17.117243,9.197652,0.57894737,0.43730888,0.48173591,0.67254686,0.19569471,0.46605784,ssn_prehead16_rank15_sdice0
37,0.46312684,17.584066,59.52153,0.68,0.47574627,0.6276236,0.5016575,0.9569378,0.48516193,ssn_prehead16_rank15_sdice0
38,0.58714044,7.8740077,34.52381,0.60465115,0.5735294,0.5754983,0.6059275,3.2738097,0.4909306,ssn_prehead16_rank15_sdice0
